"","time","number","diam","LDSA","surface","mass","A1","A2","idiff","HV","EM1","EM2","DV","T","RH","P","flow","bat","Ipump","error","PWMpump","Part_time"
"12583",12583,8882,41,20.23,109.54,2.54,3.262,1.437,0,273,-3.98,-1.74,359,22,52,1025,0.499,4,15.4,0,53,2023-10-05 10:23:47
"12584",12584,8492,42,19.83,109.74,2.61,3.198,1.44,2,3575,5.35,1.93,359,22,52,1025,0.5,4,15.56,0,53,2023-10-05 10:23:48
"12585",12585,9006,41,20.44,110.37,2.56,3.297,1.448,0,273,-4.17,-1.74,359,22,52,1025,0.5,4,15.64,0,53,2023-10-05 10:23:49
"12586",12586,8731,42,20.18,110.73,2.61,3.255,1.453,2.02,3579,4.92,2.05,359,22,52,1025,0.5,4,15.32,0,53,2023-10-05 10:23:50
"12587",12587,8151,43,19.25,107.63,2.59,3.105,1.412,0,273,-3.55,-1.81,359,22,52,1025,0.5,4,15.16,0,53,2023-10-05 10:23:51
"12588",12588,7763,42,17.87,97.73,2.29,2.883,1.282,1.99,3576,4.67,1.87,359,22,52,1025.1,0.5,4,15.16,0,53,2023-10-05 10:23:52
"12589",12589,7955,41,17.82,95.09,2.17,2.874,1.247,0,273,-3.8,-1.56,359,22,52,1025.1,0.5,4,15.44,0,53,2023-10-05 10:23:53
"12590",12590,8387,40,18.26,95.11,2.12,2.945,1.245,1.99,3575,4.86,1.93,359,22,52,1025.1,0.5,4,15.36,0,53,2023-10-05 10:23:54
"12591",12591,8378,39,17.94,92.07,2.02,2.893,1.204,0,273,-4.17,-1.49,359,22,52,1025,0.5,4.01,15.56,0,53,2023-10-05 10:23:55
"12592",12592,8619,39,18.4,94.19,2.06,2.968,1.232,2.01,3578,4.61,1.74,359,22,52,1025,0.5,4,15.44,0,53,2023-10-05 10:23:56
"12593",12593,8728,39,18.39,93.07,2.01,2.966,1.216,0,271,-3.73,-1.56,359,22,52,1025,0.499,4,14.96,0,53,2023-10-05 10:23:57
"12594",12594,7914,41,17.63,93.64,2.13,2.843,1.227,2,3578,4.79,1.74,359,22,52,1025.2,0.5,4,15.12,0,53,2023-10-05 10:23:58
"12595",12595,7496,42,17.24,94.17,2.21,2.781,1.235,0,273,-3.55,-1.56,359,22,52,1025.2,0.499,4.01,15.08,0,53,2023-10-05 10:23:59
"12596",12596,7193,43,16.93,94.3,2.26,2.73,1.237,1.98,3578,4.3,2.05,359,22,52,1025.2,0.5,4,15.28,0,53,2023-10-05 10:24:00
"12597",12597,6740,45,16.92,99.68,2.54,2.728,1.306,0,273,-3.36,-1.56,360,22,52,1025.1,0.5,4,15.52,0,53,2023-10-05 10:24:01
"12598",12598,6865,44,16.78,96.61,2.4,2.706,1.267,1.99,3576,5.04,1.81,359,22,52,1025.1,0.5,4,15.64,0,53,2023-10-05 10:24:02
"12599",12599,7032,44,17.01,97.1,2.39,2.744,1.274,0,273,-3.67,-1.31,359,22,52,1025.1,0.5,4,15.36,0,53,2023-10-05 10:24:03
"12600",12600,7765,42,17.71,95.98,2.23,2.856,1.259,1.99,3578,4.92,1.87,359,22,52,1025.2,0.5,4,15.28,0,53,2023-10-05 10:24:04
"12601",12601,7601,43,18.15,102.47,2.49,2.928,1.344,0,275,-3.67,-1.31,359,22,52,1025.2,0.5,4,15.2,0,53,2023-10-05 10:24:05
"12602",12602,7400,45,18.25,105.86,2.65,2.943,1.388,2,3578,5.29,2.05,359,22,52,1025.2,0.5,4,15.68,0,53,2023-10-05 10:24:06
"12603",12603,7857,43,18.53,103.49,2.48,2.989,1.358,0,275,-3.92,-1.49,360,22,52,1025.2,0.5,4,15.56,0,53,2023-10-05 10:24:07
"12604",12604,7016,48,18.72,116.35,3.13,3.02,1.517,1.99,3574,4.92,2.05,359,22,52,1025.2,0.5,4,15.52,0,53,2023-10-05 10:24:08
"12605",12605,7542,46,19,112.38,2.87,3.065,1.472,0,275,-4.05,-1.99,359,22,52,1025.2,0.5,4.01,15.24,0,53,2023-10-05 10:24:09
"12606",12606,9193,40,19.89,103,2.28,3.208,1.348,2.02,3578,5.1,1.99,359,22,52,1025.2,0.5,4,15.08,0,53,2023-10-05 10:24:10
"12607",12607,9497,39,20.38,104.79,2.3,3.287,1.371,0,275,-3.8,-1.56,359,22,52,1025.2,0.5,4,14.96,0,53,2023-10-05 10:24:11
"12608",12608,9162,39,19.75,101.95,2.25,3.185,1.334,2,3578,5.23,2.37,359,22,52,1025.2,0.5,4,15.48,0,53,2023-10-05 10:24:12
"12609",12609,7538,44,18.5,106.86,2.66,2.983,1.401,0,275,-3.67,-1.62,359,22,52,1025.1,0.5,4,15.44,0,53,2023-10-05 10:24:13
"12610",12610,7195,46,18.31,109.2,2.81,2.953,1.429,2.02,3576,4.79,1.99,359,22,52,1025.1,0.5,4,15.6,0,53,2023-10-05 10:24:14
"12611",12611,8133,42,18.69,102,2.39,3.014,1.338,0,273,-3.67,-1.49,358,22,52,1025.1,0.5,4,15.44,0,53,2023-10-05 10:24:15
"12612",12612,8010,41,18.19,98.28,2.28,2.934,1.289,2,3576,4.98,1.87,359,22,52,1025,0.501,4,15.32,0,53,2023-10-05 10:24:16
"12613",12613,8153,40,17.96,94.46,2.13,2.896,1.238,0,271,-3.55,-1.68,360,22,52,1025,0.5,4,15.24,0,53,2023-10-05 10:24:17
"12614",12614,8349,39,17.97,92.68,2.04,2.899,1.213,2,3576,4.67,2.12,359,22,52,1025,0.5,4,15.56,0,53,2023-10-05 10:24:18
"12615",12615,7341,42,16.76,90.95,2.12,2.703,1.193,0,277,-3.8,-1.31,359,22,52,1025.1,0.499,4,15.36,0,53,2023-10-05 10:24:19
"12616",12616,7798,40,16.96,88.25,1.96,2.736,1.155,1.99,3576,4.48,1.81,359,22,52,1025.1,0.5,4,15.24,0,53,2023-10-05 10:24:20
"12617",12617,8745,37,17.57,85.32,1.76,2.834,1.109,0,273,-3.49,-1.18,359,22,52,1025.1,0.5,4,15.16,0,53,2023-10-05 10:24:21
"12618",12618,7776,40,16.87,87.54,1.94,2.72,1.146,1.96,3578,3.92,1.68,360,22,52,1025.2,0.5,4,15.2,0,53,2023-10-05 10:24:22
"12619",12619,7339,40,15.89,82.31,1.82,2.562,1.077,0,276,-3.55,-1.43,358,22,52,1025.2,0.5,4,14.96,0,53,2023-10-05 10:24:23
"12620",12620,7692,37,15.46,75.09,1.55,2.493,0.976,2.02,3579,3.74,1.49,359,22,52,1025.2,0.5,4,15.48,0,53,2023-10-05 10:24:24
"12621",12621,6759,41,15.04,79.85,1.81,2.426,1.047,0,273,-2.99,-1.06,359,22,52,1025,0.499,4,15.6,0,53,2023-10-05 10:24:25
"12622",12622,5576,44,13.57,77.83,1.92,2.188,1.021,2.01,3576,4.17,1.62,358,22,52,1025,0.5,4,15.52,0,53,2023-10-05 10:24:26
"12623",12623,6177,41,13.8,73.5,1.68,2.226,0.964,0,273,-2.8,-1.37,359,22,52,1025,0.5,4,15.36,0,53,2023-10-05 10:24:27
"12624",12624,8265,33,14.92,65.99,1.23,2.406,0.843,2,3579,4.05,1.74,359,22,52,1025.2,0.5,4,15.52,0,53,2023-10-05 10:24:28
"12625",12625,8590,33,15.07,65.02,1.18,2.43,0.826,0,273,-3.11,-1,359,22,52,1025.2,0.499,4,15.24,0,53,2023-10-05 10:24:29
"12626",12626,6689,40,14.51,75.32,1.67,2.34,0.986,1.99,3579,3.8,1.68,358,22,52,1025.2,0.501,4,15.16,0,53,2023-10-05 10:24:30
"12627",12627,5656,43,13.53,76.5,1.86,2.183,1.004,0,276,-3.36,-1.31,359,22,52,1025.1,0.5,4,15.4,0,53,2023-10-05 10:24:31
"12628",12628,7040,38,14.72,74.02,1.59,2.374,0.966,1.98,3579,4.36,1.56,359,22,52,1025.1,0.5,4,15.48,0,53,2023-10-05 10:24:32
"12629",12629,7727,37,15.67,76.73,1.6,2.528,0.999,0.01,275,-3.17,-1.12,359,22.1,52,1025.1,0.5,4,15.4,0,53,2023-10-05 10:24:33
"12630",12630,7393,37,15.06,74.05,1.55,2.429,0.964,2,3576,4.23,2.05,359,22.1,52,1025.2,0.5,4,15.32,0,53,2023-10-05 10:24:34
"12631",12631,7060,39,15.17,78.08,1.72,2.446,1.021,0,275,-2.93,-1.06,359,22.1,52,1025.2,0.499,4,15.12,0,53,2023-10-05 10:24:35
"12632",12632,6459,43,15.38,86.61,2.1,2.481,1.136,2,3580,4.79,1.93,357,22,52,1025.2,0.5,4,15.36,0,53,2023-10-05 10:24:36
"12633",12633,7533,39,16.18,83.25,1.83,2.609,1.089,0,273,-3.55,-1.37,359,22,52,1025.1,0.5,4,15.08,0,53,2023-10-05 10:24:37
"12634",12634,8021,39,17.13,87.72,1.92,2.763,1.147,1.97,3574,4.54,1.74,360,22,52,1025.1,0.5,4,15.2,0,53,2023-10-05 10:24:38
"12635",12635,7966,39,17.01,87.12,1.91,2.744,1.139,0,275,-3.67,-1.43,359,22,52,1025.1,0.499,4,15.48,0,53,2023-10-05 10:24:39
"12636",12636,7686,41,17.15,91.27,2.08,2.767,1.196,2.01,3578,5.35,1.68,358,22,52,1025.2,0.5,4,15.48,0,53,2023-10-05 10:24:40
"12637",12637,7423,46,18.66,110.13,2.81,3.01,1.442,0,271,-4.79,-1.49,358,22,52,1025.2,0.5,4,15.44,0,53,2023-10-05 10:24:41
"12638",12638,7783,47,20.46,125.47,3.33,3.299,1.638,2,3575,5.54,2.24,359,22,52,1025.2,0.5,4,15.48,0,53,2023-10-05 10:24:42
"12639",12639,7500,51,21.31,139.88,3.99,3.437,1.81,0,275,-4.67,-1.74,359,22,52,1025,0.5,4,15.08,0,53,2023-10-05 10:24:43
"12640",12640,7545,50,21.13,136.93,3.86,3.408,1.775,2,3578,6.04,2.3,360,22,52,1025,0.5,4,15.24,0,53,2023-10-05 10:24:44
"12641",12641,8385,47,21.81,132.61,3.49,3.518,1.733,0,272,-5.23,-1.81,359,22,52,1025,0.5,4,15.32,0,53,2023-10-05 10:24:45
"12642",12642,9030,47,23.38,141.53,3.71,3.771,1.85,1.99,3578,6.6,2.37,358,22,52,1025,0.5,4,15.44,0,53,2023-10-05 10:24:46
"12643",12643,9421,47,24.52,149.16,3.92,3.955,1.949,0,276,-5.17,-2.43,360,22,52,1025,0.5,4,15.24,0,53,2023-10-05 10:24:47
"12644",12644,9550,48,25.36,156.97,4.21,4.091,2.047,2,3578,6.72,2.55,359,22,52,1025,0.5,4,15.12,0,53,2023-10-05 10:24:48
"12645",12645,9669,48,25.6,158.02,4.22,4.129,2.062,0,273,-5.54,-2.3,360,22,52,1025.1,0.5,4.01,15.12,0,53,2023-10-05 10:24:49
"12646",12646,10339,46,26.11,154.67,3.96,4.211,2.025,2,3578,5.91,2.61,359,22,52,1025.1,0.5,4,15.2,0,53,2023-10-05 10:24:50
"12647",12647,10260,45,25.49,148.92,3.75,4.112,1.951,0,272,-5.04,-2.12,359,22,52,1025.1,0.5,4,15.24,0,53,2023-10-05 10:24:51
"12648",12648,10141,44,24.6,140.69,3.47,3.967,1.845,2.03,3578,5.66,2.49,359,22,52,1025.1,0.5,4,15.52,0,53,2023-10-05 10:24:52
"12649",12649,10509,42,24.43,134.65,3.19,3.94,1.767,0,271,-5.17,-1.93,359,22,52,1025.1,0.5,4,15.36,0,53,2023-10-05 10:24:53
"12650",12650,10154,43,23.98,134.01,3.22,3.868,1.758,2.04,3578,5.91,2.37,359,22,52,1025.1,0.5,4,15.2,0,53,2023-10-05 10:24:54
"12651",12651,9058,47,23.31,140.42,3.66,3.76,1.836,0,275,-4.86,-2.24,358,22,52,1025.1,0.5,4,14.92,0,53,2023-10-05 10:24:55
"12652",12652,8421,48,22.49,139.92,3.77,3.628,1.824,1.99,3576,5.79,2.49,359,22,52,1025.1,0.501,4,15.36,0,53,2023-10-05 10:24:56
"12653",12653,8906,46,22.41,132.39,3.38,3.615,1.734,0,276,-4.61,-2.24,359,22,52,1025.1,0.5,4,15.28,0,53,2023-10-05 10:24:57
"12654",12654,9123,44,22.29,128.31,3.18,3.595,1.682,2.01,3578,5.85,2.55,359,22,52,1025.1,0.5,4,15.24,0,53,2023-10-05 10:24:58
"12655",12655,9032,45,22.49,131.62,3.32,3.628,1.725,0,275,-5.1,-2.05,359,22,52,1025.1,0.5,4,15.08,0,53,2023-10-05 10:24:59
"12656",12656,9302,45,22.96,133.31,3.34,3.703,1.747,1.99,3578,5.6,2.3,360,22,52,1025.1,0.5,3.99,15.28,0,53,2023-10-05 10:25:00
"12657",12657,9624,42,22.43,123.97,2.94,3.618,1.627,0,276,-4.23,-1.81,359,22,52,1025,0.5,4,15.4,0,53,2023-10-05 10:25:01
"12658",12658,9103,42,21.17,116.8,2.77,3.415,1.532,1.99,3576,5.23,2.3,359,22,52,1025,0.5,4,15.6,0,53,2023-10-05 10:25:02
"12659",12659,9395,40,20.32,105.19,2.33,3.277,1.377,0,271,-4.17,-1.93,359,22,52,1025,0.5,4,15.44,0,53,2023-10-05 10:25:03
"12660",12660,9796,37,19.86,97.18,2.02,3.203,1.265,2.01,3576,4.86,1.81,360,22,52,1025,0.5,3.99,15.52,0,53,2023-10-05 10:25:04
"12661",12661,8851,40,19.41,101.77,2.28,3.131,1.333,0,276,-3.86,-1.49,359,22,52,1025,0.5,4,15.4,0,53,2023-10-05 10:25:05
"12662",12662,8134,42,18.78,102.91,2.42,3.029,1.35,2,3579,5.1,2.05,360,22.1,52,1025,0.501,4,15.2,0,52,2023-10-05 10:25:06
"12663",12663,9117,38,18.86,93.92,1.99,3.041,1.225,0,275,-3.8,-1.62,359,22.1,52,1025.1,0.5,4,15.24,0,53,2023-10-05 10:25:07
"12664",12664,9591,36,18.57,87.32,1.74,2.995,1.13,2,3575,4.61,1.81,360,22.1,52,1025.1,0.5,4,15.2,0,53,2023-10-05 10:25:08
"12665",12665,8611,38,17.91,89.67,1.91,2.889,1.17,0,273,-3.49,-1.37,359,22.1,52,1025.1,0.501,4,15.36,0,53,2023-10-05 10:25:09
"12666",12666,9081,37,18.45,90.5,1.89,2.976,1.178,2,3575,4.92,2.05,359,22.1,52,1025,0.5,4,15.44,0,53,2023-10-05 10:25:10
"12667",12667,9055,38,18.71,93.15,1.98,3.019,1.215,0.01,275,-3.74,-1.31,360,22.1,52,1025,0.501,4,15.24,0,53,2023-10-05 10:25:11
"12668",12668,14197,25,18.8,63.56,0.89,3.032,0.217,2,3576,5.23,11.7,361,22,52,1025,0.5,3.99,15.16,0,53,2023-10-05 10:25:12
"12669",12669,14807,25,19.61,66.29,0.93,3.163,0.27,0,275,-4.48,-1.18,359,22,52,1025.1,0.499,4,14.92,0,53,2023-10-05 10:25:13
"12670",12670,10150,37,20.73,102.16,2.14,3.344,1.331,1.99,3579,5.35,1.93,359,22,52,1025.1,0.499,4,15.12,0,53,2023-10-05 10:25:14
"12671",12671,9610,38,20.14,101.43,2.18,3.248,1.324,0,273,-3.74,-1.87,360,22.1,52,1025.1,0.5,4,15,0,53,2023-10-05 10:25:15
"12672",12672,7732,42,17.72,96.47,2.25,2.858,1.265,1.97,3578,4.48,1.81,359,22.1,52,1025.2,0.5,4,15.64,0,53,2023-10-05 10:25:16
"12673",12673,7065,42,16.19,88.14,2.06,2.611,1.156,0,275,-3.55,-1.25,359,22.1,52,1025.2,0.5,4,15.36,0,53,2023-10-05 10:25:17
"12674",12674,6646,43,15.6,86.67,2.07,2.515,1.137,1.99,3578,4.23,1.56,359,22,52,1025.2,0.5,4,15.52,0,53,2023-10-05 10:25:18
"12675",12675,7606,39,16.24,83.19,1.82,2.62,1.088,0,276,-3.24,-1.68,359,22,52,1025.2,0.501,4,15.24,0,52,2023-10-05 10:25:19
"12676",12676,8006,38,16.68,83.58,1.79,2.69,1.091,1.99,3576,4.23,1.81,359,22,52,1025.2,0.5,4,15,0,53,2023-10-05 10:25:20
"12677",12677,7850,38,16.22,80.68,1.71,2.615,1.052,0,275,-3.42,-1.68,359,22,52,1025.2,0.5,4,15.12,0,53,2023-10-05 10:25:21
"12678",12678,7361,38,15.41,77.56,1.66,2.486,1.013,1.99,3576,4.42,1.62,359,22,52,1025.1,0.5,4,15.4,0,53,2023-10-05 10:25:22
"12679",12679,6468,43,15.19,84.53,2.02,2.451,1.109,0,276,-3.92,-1.18,359,22,52,1025.1,0.5,4,15.4,0,53,2023-10-05 10:25:23
"12680",12680,7424,40,16.43,86.83,1.96,2.651,1.138,1.99,3578,4.11,1.81,359,22,52,1025.1,0.5,4,15.28,0,53,2023-10-05 10:25:24
"12681",12681,8240,36,16.23,77.5,1.57,2.618,1.005,0,273,-2.93,-1.81,360,22,52,1025,0.5,4,15.32,0,52,2023-10-05 10:25:25
"12682",12682,7377,38,15.38,77.13,1.65,2.481,1.007,1.99,3576,3.86,1.37,360,22,52,1025,0.499,4,15.12,0,52,2023-10-05 10:25:26
"12683",12683,7672,37,15.58,76.38,1.59,2.513,0.994,0,271,-2.99,-1.18,359,22.1,52,1025,0.5,4,15.16,0,52,2023-10-05 10:25:27
"12684",12684,7396,37,14.84,71.94,1.48,2.393,0.935,2.01,3575,3.61,1.56,360,22.1,52,1024.9,0.5,3.99,15.44,0,52,2023-10-05 10:25:28
"12685",12685,6593,38,13.65,68.02,1.44,2.201,0.887,0,275,-2.86,-1.49,358,22.1,52,1024.9,0.5,4,15.4,0,52,2023-10-05 10:25:29
"12686",12686,8034,33,14.09,60.81,1.11,2.273,0.772,2.01,3576,4.05,1.62,359,22,52,1024.9,0.5,4,15.08,0,52,2023-10-05 10:25:30
"12687",12687,8273,32,14.18,59.98,1.07,2.287,0.758,0,277,-2.99,-1.31,360,22,52,1025,0.5,4,15.12,0,52,2023-10-05 10:25:31
"12688",12688,7477,33,13.49,59.65,1.11,2.175,0.762,2.01,3579,3.86,1.31,359,22,52,1025,0.5,4,15.2,0,52,2023-10-05 10:25:32
"12689",12689,7290,34,13.46,60.72,1.16,2.17,0.779,0,275,-2.99,-1.18,359,22,52,1025,0.499,4,15.48,0,53,2023-10-05 10:25:33
"12690",12690,6683,38,13.79,68.52,1.45,2.224,0.893,1.98,3578,3.86,1.56,359,22,52,1024.9,0.5,4,15.32,0,53,2023-10-05 10:25:34
"12691",12691,7092,37,14.47,71.25,1.49,2.334,0.928,0,275,-2.61,-1.12,359,22,52,1024.9,0.5,4,15.2,0,52,2023-10-05 10:25:35
"12692",12692,8782,31,14.73,61.12,1.07,2.375,0.768,1.97,3579,3.86,1.62,359,22,52,1024.9,0.499,4,14.96,0,53,2023-10-05 10:25:36
"12693",12693,8198,31,13.83,57.71,1.01,2.231,0.726,0,273,-2.86,-1,358,22,52,1025,0.499,4,15.12,0,53,2023-10-05 10:25:37
"12694",12694,6863,35,13.02,60.13,1.18,2.099,0.775,2.03,3578,3.8,1.18,359,22,52,1025,0.5,4,15.6,0,52,2023-10-05 10:25:38
"12695",12695,6671,35,12.73,59.14,1.16,2.054,0.763,0,275,-2.68,-0.87,360,22,52,1025,0.5,4,15.48,0,53,2023-10-05 10:25:39
"12696",12696,7473,32,12.84,54.4,0.97,2.07,0.687,1.97,3576,3.49,1.31,359,22,52,1025.1,0.5,4,15.52,0,52,2023-10-05 10:25:40
"12697",12697,8217,29,12.63,48.6,0.78,2.037,0.594,0,273,-2.74,-0.75,359,22,52,1025.1,0.5,4,15,0,52,2023-10-05 10:25:41
"12698",12698,7855,30,12.56,50.02,0.83,2.026,0.62,1.98,3578,3.74,1.25,359,22,52,1025.1,0.5,4,15.08,0,52,2023-10-05 10:25:42
"12699",12699,6431,36,12.57,59.59,1.2,2.027,0.772,0,273,-2.99,-0.87,359,22,52,1025.2,0.5,4,15.28,0,53,2023-10-05 10:25:43
"12700",12700,5650,41,12.72,68.15,1.57,2.051,0.894,2.01,3578,3.61,1.62,359,22,52,1025.2,0.501,4,15.6,0,52,2023-10-05 10:25:44
"12701",12701,7405,35,13.96,64.17,1.25,2.252,0.827,0,275,-2.93,-1.06,359,22.1,52,1025.2,0.5,4,15.36,0,53,2023-10-05 10:25:45
"12702",12702,8517,31,14.33,59.67,1.04,2.312,0.75,2.02,3576,3.61,1.37,359,22.1,52,1024.9,0.5,4,15.32,0,52,2023-10-05 10:25:46
"12703",12703,7842,33,13.86,60.23,1.1,2.236,0.766,0,279,-2.68,-0.93,359,22.1,52,1024.9,0.499,4,14.96,0,53,2023-10-05 10:25:47
"12704",12704,7589,33,13.67,60.37,1.13,2.205,0.771,2,3579,3.61,1.56,360,22.1,52,1024.9,0.5,4,15.12,0,52,2023-10-05 10:25:48
"12705",12705,6729,36,13.2,62.79,1.27,2.129,0.814,0,273,-2.61,-1.06,359,22.1,52,1025.1,0.5,4,15.44,0,53,2023-10-05 10:25:49
"12706",12706,7077,36,13.69,64.36,1.28,2.209,0.833,1.99,3576,3.74,1.74,359,22.1,52,1025.1,0.499,4,15.48,0,53,2023-10-05 10:25:50
"12707",12707,6703,38,13.82,68.65,1.45,2.229,0.895,0,276,-2.74,-1.37,359,22.1,52,1025.1,0.5,4,15.16,0,52,2023-10-05 10:25:51
"12708",12708,7152,35,13.59,62.88,1.23,2.192,0.811,2,3578,3.92,1.49,360,22.1,52,1025.2,0.5,4,15.16,0,53,2023-10-05 10:25:52
"12709",12709,8178,32,14.27,61.3,1.11,2.301,0.778,0,279,-2.86,-0.93,359,22.1,52,1025.2,0.5,4,15.32,0,52,2023-10-05 10:25:53
"12710",12710,8099,32,14.08,60.32,1.09,2.271,0.765,1.99,3578,3.92,13.45,359,22,52,1025.2,0.5,4,15.48,0,53,2023-10-05 10:25:54
"12711",12711,8280,32,14.27,60.66,1.09,2.302,0.767,0,272,-3.3,-0.87,359,22,52,1025,0.499,4,15.24,0,53,2023-10-05 10:25:55
"12712",12712,8852,31,14.71,60.6,1.05,2.373,0.759,2,3576,3.98,1.62,359,22,52,1025,0.499,4,15.24,0,53,2023-10-05 10:25:56
"12713",12713,7332,36,14.46,69.1,1.4,2.332,0.896,0,273,-2.99,-0.81,359,22,52,1025,0.499,4,15.04,0,53,2023-10-05 10:25:57
"12714",12714,6259,41,14.14,76.01,1.75,2.28,0.997,1.99,3578,3.86,1.56,359,22,52,1024.9,0.5,4,15.24,0,53,2023-10-05 10:25:58
"12715",12715,7091,36,14.04,67.37,1.37,2.265,0.874,0.01,273,-2.74,-1.24,360,22,52,1024.9,0.5,4,15.44,0,53,2023-10-05 10:25:59
"12716",12716,8281,32,14.44,61.97,1.12,2.328,0.786,2,3576,3.74,1.37,360,22.1,52,1024.9,0.5,4,15.48,0,53,2023-10-05 10:26:00
"12717",12717,7804,33,14.07,62.16,1.16,2.269,0.794,0,273,-2.37,-1.06,359,22.1,52,1025.2,0.5,4,15.48,0,53,2023-10-05 10:26:01
"12718",12718,6830,34,12.62,57.01,1.09,2.036,0.732,1.99,3576,3.86,1.43,359,22.1,52,1025.2,0.5,4,15.36,0,53,2023-10-05 10:26:02
"12719",12719,8044,31,13.38,55.13,0.95,2.158,0.691,0,273,-2.49,-1.06,359,22,52,1025.2,0.5,4,15.04,0,53,2023-10-05 10:26:03
"12720",12720,7004,35,13.28,61.33,1.2,2.142,0.791,1.96,3578,3.49,1.49,359,22,52,1025,0.5,4,15.28,0,53,2023-10-05 10:26:04
"12721",12721,5640,39,12.16,62.82,1.39,1.962,0.822,0,273,-3.05,-0.93,359,22,52,1025,0.5,4,15.12,0,53,2023-10-05 10:26:05
"12722",12722,7583,33,13.55,59.47,1.1,2.186,0.758,1.99,3578,3.42,1.43,358,22.1,52,1025,0.5,4,15.36,0,53,2023-10-05 10:26:06
"12723",12723,8367,31,13.81,56.52,0.97,2.227,0.707,0,275,-2.8,-0.81,359,22.1,52,1025.2,0.5,4,15.36,0,53,2023-10-05 10:26:07
"12724",12724,8136,30,13.23,53.5,0.91,2.135,0.666,1.99,3579,3.86,1.31,359,22.1,52,1025.2,0.5,4.01,15.52,0,53,2023-10-05 10:26:08
"12725",12725,7489,33,13.14,56.74,1.03,2.12,0.721,0,273,-2.86,-1.06,359,22.1,52,1025.2,0.5,4,15.04,0,53,2023-10-05 10:26:09
"12726",12726,6164,38,12.68,62.87,1.33,2.046,0.82,2.02,3578,4.05,1.37,359,22.1,52,1025.1,0.5,4,15.16,0,53,2023-10-05 10:26:10
"12727",12727,7301,35,13.67,62.44,1.21,2.205,0.803,0,277,-3.11,-1,359,22.1,52,1025.1,0.5,4,15.08,0,53,2023-10-05 10:26:11
"12728",12728,7616,35,14.6,68.05,1.35,2.354,0.879,1.99,3579,3.92,1.31,359,22,52,1025.1,0.5,4,15.28,0,53,2023-10-05 10:26:12
"12729",12729,7546,35,14.11,64.37,1.24,2.276,0.828,0,280,-2.49,-1.31,359,22,52,1025,0.5,4,15.44,0,53,2023-10-05 10:26:13
"12730",12730,8333,30,13.41,53.68,0.9,2.162,0.666,1.99,3578,3.55,1.12,360,22,52,1025,0.5,4,15.56,0,52,2023-10-05 10:26:14
"12731",12731,8561,30,13.57,53.61,0.89,2.188,0.662,0,275,-2.43,-0.87,360,22.1,52,1025,0.5,4,15.28,0,52,2023-10-05 10:26:15
"12732",12732,8163,30,13.2,53.11,0.9,2.13,0.66,2.01,3578,3.11,1.43,359,22.1,52,1025.2,0.5,4,15.2,0,53,2023-10-05 10:26:16
"12733",12733,7370,31,12.13,49.51,0.85,1.956,0.619,0,276,-2.61,-0.93,359,22.1,52,1025.2,0.5,4,15.04,0,53,2023-10-05 10:26:17
"12734",12734,7212,31,12.01,49.56,0.86,1.937,0.621,1.99,3575,4.05,1.12,359,22.1,52,1025.2,0.5,4,15.4,0,53,2023-10-05 10:26:18
"12735",12735,6891,32,11.93,50.88,0.91,1.924,0.644,0,273,-3.36,-1,359,22.1,52,1025.3,0.5,4,15.4,0,53,2023-10-05 10:26:19
"12736",12736,6783,33,12.27,54.4,1.02,1.979,0.695,2.02,3576,3.61,1.12,359,22.1,52,1025.3,0.5,4,15.52,0,53,2023-10-05 10:26:20
"12737",12737,6136,38,12.63,62.63,1.32,2.037,0.816,0,272,-2.74,-1.18,359,22,52,1025.3,0.5,4,15.16,0,53,2023-10-05 10:26:21
"12738",12738,6337,37,12.84,62.84,1.31,2.071,0.818,1.99,3576,3.61,1.43,360,22,52,1025.1,0.5,4,15.52,0,53,2023-10-05 10:26:22
"12739",12739,7142,34,12.99,57.83,1.09,2.095,0.74,0,273,-2.61,-1.06,359,22,52,1025.1,0.5,4,15.32,0,53,2023-10-05 10:26:23
"12740",12740,7432,33,13.12,56.9,1.04,2.115,0.724,1.99,3576,3.3,1.25,359,22.1,52,1025.1,0.5,4,15.04,0,53,2023-10-05 10:26:24
"12741",12741,7138,32,12.38,52.95,0.95,1.998,0.671,0,273,-2.68,-0.81,359,22.1,52,1025.2,0.5,4,15.12,0,53,2023-10-05 10:26:25
"12742",12742,7286,29,11.13,42.63,0.68,1.796,0.52,2,3576,3.49,1.25,359,22.1,52,1025.2,0.5,4,15.4,0,53,2023-10-05 10:26:26
"12743",12743,8482,26,11.6,40.3,0.58,1.87,0.47,0.02,275,-2.37,-0.81,359,22.1,52,1025.2,0.499,4,15.24,0,53,2023-10-05 10:26:27
"12744",12744,7203,31,12.16,50.78,0.89,1.962,0.639,2.01,3576,3.67,1.56,358,22.1,52,1025.2,0.5,4,15.68,0,53,2023-10-05 10:26:28
"12745",12745,6375,35,11.93,54.49,1.05,1.925,0.701,0,276,-2.49,-1.31,359,22.1,52,1025.2,0.5,4,15.56,0,53,2023-10-05 10:26:29
"12746",12746,6382,34,11.72,52.6,1,1.89,0.674,1.99,3578,3.49,1.18,358,22,52,1025.2,0.5,4,15.4,0,52,2023-10-05 10:26:30
"12747",12747,7059,32,12.04,50.7,0.9,1.942,0.639,0,275,-2.24,-0.81,359,22,52,1025.2,0.501,4,15.24,0,53,2023-10-05 10:26:31
